text,subject
Solve: 3x - 4 = 11 (Ref: 1962),Maths
Ancient Indian temples show architectural brilliance. (Ref: 863),History
Buddha attained enlightenment in Bodh Gaya. (Ref: 2486),History
Rewrite the sentence in passive voice. (Ref: 633),English
Define a rational number. (Ref: 1051),Maths
The train takes 3 hours to reach Delhi. (Ref: 2050),Maths
Describe the water cycle. (Ref: 1848),Science
We shared the pizza equally among 4 people. (Ref: 47),Maths
Ashoka embraced Buddhism after the Kalinga war. (Ref: 2099),History
The Indus Valley had planned drainage systems. (Ref: 326),History
What is the pH scale used for? (Ref: 1291),Science
He's been learning French recently. (Ref: 1837),English
State the Pythagorean theorem. (Ref: 1539),Maths
I enjoy reading novels before bed. (Ref: 1750),English
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 2443),Maths
The Mauryas unified large parts of India. (Ref: 60),History
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 1897),Maths
Solve: 3x - 4 = 11 (Ref: 631),Maths
What is the difference between mass and weight? (Ref: 1178),Science
What is the quadratic formula? (Ref: 1622),Maths
Trees produce oxygen through photosynthesis. (Ref: 1857),Science
Fruits contain natural sugars and vitamins. (Ref: 1731),Science
I counted 12 birds on the tree. (Ref: 684),Maths
He saved ₹200 from his monthly allowance. (Ref: 1112),Maths
Fruits contain natural sugars and vitamins. (Ref: 2400),Science
The cake was divided into 8 equal parts. (Ref: 481),Maths
How do you use the present perfect tense? (Ref: 216),English
The cake was divided into 8 equal parts. (Ref: 797),Maths
The Indus Valley had planned drainage systems. (Ref: 1177),History
I enjoy reading novels before bed. (Ref: 497),English
Explain the rule of Rajaraja Chola. (Ref: 856),History
What is the pH scale used for? (Ref: 543),Science
Discuss the contributions of the Gupta Empire. (Ref: 2257),History
Washing hands prevents disease spread. (Ref: 1042),Science
What is the pH scale used for? (Ref: 1713),Science
Trees produce oxygen through photosynthesis. (Ref: 1844),Science
She scored 85 out of 100 in maths. (Ref: 972),Maths
Can you help me carry this bag? (Ref: 2165),English
Identify the verb in this sentence. (Ref: 1863),English
I enjoy reading novels before bed. (Ref: 806),English
Use 'however' in a complex sentence. (Ref: 1354),English
What is the function of an adverb in a sentence? (Ref: 1987),English
Use 'however' in a complex sentence. (Ref: 1948),English
Who were the main warriors in the First Battle of Tarain? (Ref: 1517),History
Explain the rule of Rajaraja Chola. (Ref: 2225),History
What is the probability of rolling a 3 on a die? (Ref: 357),Maths
What is a compound-complex sentence? (Ref: 2137),English
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 586),Maths
Boiling water kills most bacteria. (Ref: 1895),Science
Buddha attained enlightenment in Bodh Gaya. (Ref: 1856),History
She scored 85 out of 100 in maths. (Ref: 1311),Maths
Salt dissolves faster in hot water. (Ref: 220),Science
Discuss the contributions of the Gupta Empire. (Ref: 1348),History
We shared the pizza equally among 4 people. (Ref: 398),Maths
The Red Fort was built by Shah Jahan. (Ref: 1214),History
How do you use the present perfect tense? (Ref: 2049),English
I'm planning to visit the library today. (Ref: 1481),English
Choose the correct article for this noun. (Ref: 2421),English
What is the pH scale used for? (Ref: 1402),Science
Washing hands prevents disease spread. (Ref: 2402),Science
She loves drinking coffee in the morning. (Ref: 782),English
Explain the rule of Rajaraja Chola. (Ref: 1504),History
She loves drinking coffee in the morning. (Ref: 1492),English
What is the function of an adverb in a sentence? (Ref: 978),English
Do you want to join us for lunch? (Ref: 1503),English
The Red Fort was built by Shah Jahan. (Ref: 554),History
Ashoka embraced Buddhism after the Kalinga war. (Ref: 247),History
Trees produce oxygen through photosynthesis. (Ref: 423),Science
Ashoka embraced Buddhism after the Kalinga war. (Ref: 1649),History
Describe the conquests of Samudragupta. (Ref: 1455),History
She scored 85 out of 100 in maths. (Ref: 2134),Maths
Explain the rule of Rajaraja Chola. (Ref: 1264),History
Describe the impact of Akbar’s rule in India. (Ref: 1646),History
Rewrite the sentence in passive voice. (Ref: 177),English
Salt dissolves faster in hot water. (Ref: 1786),Science
Choose the correct article for this noun. (Ref: 2084),English
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 1898),History
Let’s catch up after the class ends. (Ref: 982),English
Explain the rule of Rajaraja Chola. (Ref: 1462),History
I usually take the bus to school. (Ref: 1794),English
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 519),History
Define a rational number. (Ref: 1862),Maths
Choose the correct article for this noun. (Ref: 1826),English
She bought 3 apples for ₹15 each. (Ref: 1073),Maths
What is the correct punctuation for this dialogue? (Ref: 1938),English
We shared the pizza equally among 4 people. (Ref: 1409),Maths
Define a rational number. (Ref: 2099),Maths
The cake was divided into 8 equal parts. (Ref: 508),Maths
Explain Ohm's law with an example. (Ref: 1391),Science
Describe how vaccines work. (Ref: 1209),Science
Calculate the volume of a cube with side 3cm. (Ref: 776),Maths
Explain Mendel’s law of inheritance. (Ref: 1855),Science
I'm planning to visit the library today. (Ref: 2145),English
He's been learning French recently. (Ref: 1056),English
Tipu Sultan fought bravely against the British. (Ref: 536),History
Correct the grammatical error in this statement. (Ref: 2018),English
Let’s catch up after the class ends. (Ref: 1391),English
How do you use the present perfect tense? (Ref: 1466),English
She loves drinking coffee in the morning. (Ref: 801),English
What is the pH scale used for? (Ref: 1480),Science
Define the principle of buoyancy. (Ref: 1439),Science
What is the correct punctuation for this dialogue? (Ref: 239),English
Salt dissolves faster in hot water. (Ref: 618),Science
He's been learning French recently. (Ref: 74),English
Do you want to join us for lunch? (Ref: 2268),English
State the Pythagorean theorem. (Ref: 965),Maths
State Newton’s second law of motion. (Ref: 2252),Science
He's been learning French recently. (Ref: 2141),English
Describe the achievements of Chandragupta Maurya. (Ref: 1436),History
Rewrite the sentence in passive voice. (Ref: 369),English
Identify the verb in this sentence. (Ref: 362),English
Explain Ohm's law with an example. (Ref: 128),Science
He saved ₹200 from his monthly allowance. (Ref: 346),Maths
Solve: 3x - 4 = 11 (Ref: 1032),Maths
State Newton’s second law of motion. (Ref: 2467),Science
Define the principle of buoyancy. (Ref: 911),Science
Tipu Sultan fought bravely against the British. (Ref: 940),History
Convert 0.75 into a fraction. (Ref: 2255),Maths
Explain Ohm's law with an example. (Ref: 448),Science
Fruits contain natural sugars and vitamins. (Ref: 1459),Science
Explain the administration under Ashoka. (Ref: 2417),History
What is the function of an adverb in a sentence? (Ref: 2206),English
Let’s catch up after the class ends. (Ref: 1205),English
Wearing a helmet reduces head injury risk. (Ref: 2475),Science
She scored 85 out of 100 in maths. (Ref: 1529),Maths
What is the pH scale used for? (Ref: 1944),Science
Describe the conquests of Samudragupta. (Ref: 775),History
The Red Fort was built by Shah Jahan. (Ref: 1056),History
Who were the main warriors in the First Battle of Tarain? (Ref: 1534),History
The cake was divided into 8 equal parts. (Ref: 175),Maths
Correct the grammatical error in this statement. (Ref: 1079),English
The Red Fort was built by Shah Jahan. (Ref: 816),History
I usually take the bus to school. (Ref: 1701),English
Wearing a helmet reduces head injury risk. (Ref: 539),Science
What led to the decline of the Maurya Empire? (Ref: 2142),History
Where did you go during the weekend? (Ref: 1867),English
Buddha attained enlightenment in Bodh Gaya. (Ref: 1960),History
He saved ₹200 from his monthly allowance. (Ref: 1814),Maths
The sun is a natural source of light. (Ref: 2104),Science
Describe how vaccines work. (Ref: 60),Science
Describe the water cycle. (Ref: 1198),Science
Convert 0.75 into a fraction. (Ref: 50),Maths
What is the probability of rolling a 3 on a die? (Ref: 76),Maths
I'm planning to visit the library today. (Ref: 1135),English
They travelled 250 km in 5 hours. (Ref: 152),Maths
Washing hands prevents disease spread. (Ref: 399),Science
The Maratha empire resisted the Mughals. (Ref: 2218),History
Do you want to join us for lunch? (Ref: 779),English
Convert 0.75 into a fraction. (Ref: 699),Maths
How did Shivaji Maharaj defend his forts? (Ref: 2013),History
Identify the verb in this sentence. (Ref: 1960),English
The Red Fort was built by Shah Jahan. (Ref: 530),History
Washing hands prevents disease spread. (Ref: 1199),Science
What led to the decline of the Maurya Empire? (Ref: 620),History
The Maratha empire resisted the Mughals. (Ref: 2494),History
Explain Ohm's law with an example. (Ref: 1292),Science
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 564),History
Describe the impact of Akbar’s rule in India. (Ref: 430),History
Convert this direct speech to reported speech. (Ref: 2479),English
Explain Ohm's law with an example. (Ref: 444),Science
What is the law of conservation of mass? (Ref: 654),Science
Explain the administration under Ashoka. (Ref: 1047),History
What is the difference between mass and weight? (Ref: 1297),Science
The sun is a natural source of light. (Ref: 270),Science
He's been learning French recently. (Ref: 1288),English
He's been learning French recently. (Ref: 1206),English
Describe the conquests of Samudragupta. (Ref: 2146),History
Describe the achievements of Chandragupta Maurya. (Ref: 1444),History
What is the function of an adverb in a sentence? (Ref: 1140),English
Correct the grammatical error in this statement. (Ref: 1590),English
Chhatrapati Shivaji Maharaj is celebrated for his valor. (Ref: 1465),History
What is the law of conservation of mass? (Ref: 2448),Science
The train takes 3 hours to reach Delhi. (Ref: 1284),Maths
Ashoka embraced Buddhism after the Kalinga war. (Ref: 2207),History
Tipu Sultan fought bravely against the British. (Ref: 1413),History
Magnets can attract some metals. (Ref: 1436),Science
Explain the distributive property. (Ref: 1105),Maths
The Red Fort was built by Shah Jahan. (Ref: 267),History
What is the function of an adverb in a sentence? (Ref: 1090),English
The Qutub Minar is in Delhi. (Ref: 2178),History
Convert this direct speech to reported speech. (Ref: 957),English
What is the quadratic formula? (Ref: 1989),Maths
What is the area of a triangle with base 5cm and height 4cm? (Ref: 1103),Maths
How do you use the present perfect tense? (Ref: 785),English
He ran 5 km in the morning. (Ref: 2190),Maths
I counted 12 birds on the tree. (Ref: 723),Maths
Magnets can attract some metals. (Ref: 1035),Science
The sun is a natural source of light. (Ref: 2440),Science
What was the significance of the Battle of Panipat? (Ref: 332),History
Wearing a helmet reduces head injury risk. (Ref: 2116),Science
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 141),Maths
Wearing a helmet reduces head injury risk. (Ref: 2063),Science
What is the law of conservation of mass? (Ref: 1421),Science
The Mauryas unified large parts of India. (Ref: 962),History
Simplify the expression: (x^2 - 4)/(x - 2) (Ref: 1909),Maths
The Mauryas unified large parts of India. (Ref: 1232),History
He ran 5 km in the morning. (Ref: 1371),Maths
State Newton’s second law of motion. (Ref: 1228),Science
Explain Mendel’s law of inheritance. (Ref: 2004),Science
What led to the decline of the Maurya Empire? (Ref: 1998),History
Plastic takes centuries to decompose. (Ref: 275),Science
Explain the distributive property. (Ref: 1028),Maths
He ran 5 km in the morning. (Ref: 824),Maths
What is the structure of an atom? (Ref: 2189),Science
Describe how vaccines work. (Ref: 673),Science
What is the law of conservation of mass? (Ref: 2397),Science
What is the function of an adverb in a sentence? (Ref: 1051),English
Ancient Indian temples show architectural brilliance. (Ref: 1887),History
Ancient Indian temples show architectural brilliance. (Ref: 983),History
They travelled 250 km in 5 hours. (Ref: 1520),Maths
Buddha attained enlightenment in Bodh Gaya. (Ref: 2292),History
Explain Mendel’s law of inheritance. (Ref: 2093),Science
He's been learning French recently. (Ref: 1108),English
What is the area of a triangle with base 5cm and height 4cm? (Ref: 1985),Maths
What is the area of a triangle with base 5cm and height 4cm? (Ref: 1027),Maths
Wearing a helmet reduces head injury risk. (Ref: 558),Science
Ancient Indian temples show architectural brilliance. (Ref: 2281),History
Convert this direct speech to reported speech. (Ref: 415),English
What led to the decline of the Maurya Empire? (Ref: 706),History
Convert 0.75 into a fraction. (Ref: 2492),Maths
We shared the pizza equally among 4 people. (Ref: 2245),Maths
What is the law of conservation of mass? (Ref: 613),Science
How did Shivaji Maharaj defend his forts? (Ref: 512),History
Calculate the volume of a cube with side 3cm. (Ref: 325),Maths
Convert this direct speech to reported speech. (Ref: 1818),English
What is the structure of an atom? (Ref: 14),Science
